title,content_type,genre,url,tomatometer,popcornmeter,summary,critics_consensus,platforms
Half Man,TV Show,Drama,https://www.rottentomatoes.com/tv/half_man,77%,81%,"When Niall's estranged brother Ruben shows up at his wedding, it leads to an explosion of violence that catapults us back through their lives, from the eighties to the present day.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Dark Wizard,TV Show,Documentary|Action|Biography,https://www.rottentomatoes.com/tv/the_dark_wizard,100%,96%,"Tracing the jaw-dropping feats that made Dean Potter a legend, as well as the personal turmoil that defined his life.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Your Friends & Neighbors,TV Show,Drama,https://www.rottentomatoes.com/tv/your_friends_and_neighbors,84%,72%,"When a financial titan suddenly finds himself divorced and jobless, he starts robbing his wealthy neighbors to stay afloat. Stealing from his own social circle strangely exhilarates him -- but he gradually gets tangled in a deadly web.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Man on Fire,TV Show,Action|Drama|Mystery & Thriller,https://www.rottentomatoes.com/tv/man_on_fire,61%,65%,"Haunted by his past and hunted by his enemies, a Special Forces veteran fights to keep a teenage girl alive on the deadly streets of Rio de Janeiro.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Kylie,TV Show,Documentary|Biography,https://www.rottentomatoes.com/tv/kylie,100%,96%,"Kylie Minogue opens her personal archives and reflects on her career, addressing public scrutiny, personal loss and illness through home movies and interviews.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Star Wars: Maul - Shadow Lord,TV Show,Action|Adventure|Sci-Fi,https://www.rottentomatoes.com/tv/star_wars_maul_shadow_lord,98%,92%,"After the Clone Wars, Maul plots to rebuild his criminal syndicate on a planet untouched by the Empire.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Terror,TV Show,Horror,https://www.rottentomatoes.com/tv/the_terror_2026,,,"Devil in Silver is Pepper's story, a man from Queens, wrongfully committed to New Hyde Psychiatric Hospital; he faces grim secrets and maybe the Devil himself; freedom means facing what thrives on New Hyde's pain-but are the worst demons inside him?",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Citadel,TV Show,Mystery & Thriller,https://www.rottentomatoes.com/tv/citadel,61%,59%,Two spies embark on a mission to stop a shadowy syndicate.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Yogurt Shop Murders,TV Show,Documentary|Crime,https://www.rottentomatoes.com/tv/the_yogurt_shop_murders,100%,45%,"Exploring the tragic murder of four teenage girls at an I Can't Believe It's Yogurt shop on December 6, 1991, in Austin, Texas; chronicling the immense trauma left by the crime and detailing the maze of the investigation.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Rooster,TV Show,Comedy,https://www.rottentomatoes.com/tv/rooster,89%,74%,Set on a college campus centering on an author's complicated relationship with his daughter.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Mating Season,TV Show,Comedy|Romance|Animation,https://www.rottentomatoes.com/tv/mating_season,75%,,Bring out the animal within to unleash your natural instincts in the pursuit of true love.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Other Bennet Sister,TV Show,History|Drama,https://www.rottentomatoes.com/tv/the_other_bennet_sister,97%,89%,,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Rick and Morty,TV Show,Action|Adventure|Comedy|Animation,https://www.rottentomatoes.com/tv/rick_and_morty,91%,82%,"After having been missing for nearly 20 years, Rick Sanchez suddenly arrives at daughter Beth's doorstep to move in with her and her family. Although Beth welcomes Rick into her home, her husband, Jerry, isn't as happy about the family reunion. Jerry is concerned about Rick, a sociopathic scientist, using the garage as his personal laboratory. In the lab, Rick works on a number of sci-fi gadgets, some of which could be considered dangerous. But that's not all Rick does that concerns Jerry. He also goes on adventures across the universe that often involve his grandchildren, Morty and Summer.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Marshals,TV Show,Drama,https://www.rottentomatoes.com/tv/marshals,42%,27%,"With the Yellowstone Ranch behind him, Dutton joins an elite unit of U.S. Marshals, combining his skills as a cowboy and Navy SEAL to bring range justice to Montana. Kayce and his teammates -- Pete Calvin, Belle Skinner, Andrea Cruz, and Miles Kittle -- must balance the high psychological cost of serving as the last line of defense in the region's war on violence with their duty to their families.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Something Very Bad Is Going to Happen,TV Show,Drama|Horror|Mystery & Thriller,https://www.rottentomatoes.com/tv/something_very_bad_is_going_to_happen,86%,61%,A certain atmosphere of horror is felt the week before the celebration of an unfortunate wedding.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
The White Lotus,TV Show,Comedy|Drama,https://www.rottentomatoes.com/tv/the_white_lotus,90%,78%,"An all-star cast head to a resort and unleash their worst, most privileged impulses. The series is a sharp social satire following the exploits of various guests and employees of the fictional White Lotus resort chain, whose stay becomes affected by their various dysfunctions. A week in the life of vacationers is unravelled as they relax and rejuvenate in paradise. With each passing day, a darker complexity emerges in these picture-perfect travelers, the hotel's cheerful employees, and the idyllic locale itself.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
For All Mankind,TV Show,Drama|History|Sci-Fi|Action|Romance,https://www.rottentomatoes.com/tv/for_all_mankind,91%,73%,"Imagine a world where the global space race never ended. This thrilling ""what if"" take on history spotlights the high-stakes lives of NASA astronauts and their families.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Amadeus,TV Show,History|Drama,https://www.rottentomatoes.com/tv/amadeus,89%,36%,"Amadeus arrives in Vienna craving creative freedom and finds love, success, and a rival in court composer Salieri, whose growing envy transforms into a lifelong obsession that ends in confession.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
M.I.A.,TV Show,Drama|Crime,https://www.rottentomatoes.com/tv/mia,62%,73%,"Restless in the Florida Keys, Etta Tiger Jonze dreams of a life in Miami's glittering, subtropical kingdom. But when her family's drug-running business shatters in tragedy, she embarks on a dangerous journey through the city's neon-lit underbelly. With the help of her new friends Lovely and Stanley, Etta sets out to take down one of the city's most powerful cartels. As the cartel's ambitions threaten Miami and internal rivalries erupt, her pursuit for revenge will push her to the edge, defining who she is and what she's ultimately capable of.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Sapne Vs Everyone,TV Show,Drama,https://www.rottentomatoes.com/tv/sapne_vs_everyone,,,"Prashant and Jimmy are big dreamers, however, as their words collide, more obstacles enter the picture and achieving their dreams turns out to be more challenging than they expected.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Daredevil: Born Again,TV Show,Action|Drama,https://www.rottentomatoes.com/tv/daredevil_born_again,86%,83%,Matt Murdock finds himself on a collision course with Wilson Fisk when their past identities begin to emerge.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
It's Not Like That,TV Show,Drama|Romance,https://www.rottentomatoes.com/tv/its_not_like_that,100%,,Freshly divorced Lori and recently widowed minister Malcolm navigate singlehood while questioning if their longstanding bond hints at a romantic future.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Testaments,TV Show,Drama|Mystery & Thriller,https://www.rottentomatoes.com/tv/the_testaments,87%,73%,A new generation of young women in Gilead grapples with the bleak future that awaits them.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Mandalorian,TV Show,Drama|Adventure|Action|Sci-Fi,https://www.rottentomatoes.com/tv/the_mandalorian,90%,78%,"After the fall of the Galactic Empire, a lone gunfighter makes his way through the outer reaches of the lawless galaxy.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
SkyMed,TV Show,Drama,https://www.rottentomatoes.com/tv/skymed,,77%,"The triumphs, heartbreaks, and tribulations of budding nurses and pilots flying air ambulances in remote Northern Canada.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Hacks,TV Show,Comedy|Drama,https://www.rottentomatoes.com/tv/hacks,99%,82%,"A dark mentorship forms between Deborah Vance, a legendary Las Vegas comic, and an entitled, outcast 25-year-old comedy writer.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
If Wishes Could Kill,TV Show,Horror,https://www.rottentomatoes.com/tv/if_wishes_could_kill,88%,81%,"A mysterious app promises wishes — then starts a countdown to death. As a group of teens becomes entangled, they must break the deadly chain to survive.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Imperfect Women,TV Show,Mystery & Thriller|Drama,https://www.rottentomatoes.com/tv/imperfect_women,45%,44%,"After a murder shatters the lives of three friends, their decades-long bond is tested when an investigation reveals shocking truths.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Stranger Things,TV Show,Drama|Sci-Fi|Horror|Mystery & Thriller,https://www.rottentomatoes.com/tv/stranger_things,90%,83%,"Mysteries unravel in a small Midwestern town in the 1980s, involving supernatural forces, secret experiments and one strange girl.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Pluribus,TV Show,Drama,https://www.rottentomatoes.com/tv/pluribus,99%,67%,The most miserable person on Earth must save the world from happiness.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Pitt,TV Show,Drama,https://www.rottentomatoes.com/tv/the_pitt,96%,87%,The staff of Pittsburgh's Trauma Medical Center work around the clock to save lives in an overcrowded and underfunded emergency department.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Fire Country,TV Show,Drama,https://www.rottentomatoes.com/tv/fire_country,,62%,"Bode Donovan, a young convict seeking redemption, joins an unconventional prison release firefighting program in Northern California, where he and other inmates are partnered with elite firefighters to extinguish massive, unpredictable wildfires. It's a high-risk, high-reward assignment, and the heat is turned up when Bode is assigned to the program in his rural hometown, where he was once a golden all-American son until his troubles began. Five years ago, Bode burned down everything in his life, leaving town with a big secret. Now he's back, with the rap sheet of a criminal and the audacity to believe in a chance for redemption.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
